"primary_address_id","wiki_friendly_title","secondary_address_id","setiere_code","sestiere_name","street_name","street_number","sestiere_address","street_and_number","accessory_addresses","latitude","longitude"
"0319001741_","Store location - 0319001741_","","CS","Castello","Via Garibaldi","1741","CS1741","Via Garibaldi 1741","","45.43223667","12.35207575"
"1600000708_","Store location - 1600000708_","","SM","San Marco","Marzaria San Zulian","708","SM708","Marzaria San Zulian 708","","45.43586637","12.33807426"
"1600001279_","Store location - 1600001279_","","SM","San Marco","Bocca De Piazza","1279","SM1279","Bocca De Piazza 1279","","45.43369671","12.33658176"
"1600001292_","Store location - 1600001292_","","SM","San Marco","Calle Seconda De L'Ascension","1292","SM1292","Calle Seconda De L'Ascension 1292","","45.43332681","12.33685677"
"1600001337_","Store location - 1600001337_","1600001338_","SM","San Marco","Calle Vallaresso","1337","SM1337","Calle Vallaresso 1337","San Marco Calle Vallaresso 1338","45.43289132","12.33689946"
"1600001461_","Store location - 1600001461_","","SM","San Marco","Campo San Moise'","1461","SM1461","Campo San Moise' 1461","","45.43318535","12.33562722"
"1600001860_","Store location - 1600001860_","","SM","San Marco","Calle Dal Frutarol","1860","SM1860","Calle Dal Frutarol 1860","","45.43411378","12.33445977"
"1600001894_","Store location - 1600001894_","","SM","San Marco","Campo San Fantin","1894","SM1894","Campo San Fantin 1894","","45.43405324","12.33417771"
"1600003716A","Store location - 1600003716A","","SM","San Marco","Calle De La Cortesia","3716A","SM3716A","Calle De La Cortesia 3716A","","45.43500719","12.33348755"
"1600003803_","Store location - 1600003803_","","SM","San Marco","Calle De La Mandola","3803","SM3803","Calle De La Mandola 3803","","45.43463792","12.3325045"
"1600004466_","Store location - 1600004466_","","SM","San Marco","Calle Dei Fuseri","4466","SM4466","Calle Dei Fuseri 4466","","45.43545184","12.33532114"
"1600004468_","Store location - 1600004468_","","SM","San Marco","Calle Dei Fuseri","4468","SM4468","Calle Dei Fuseri 4468","","45.43550664","12.33531714"
"1600004600A","Store location - 1600004600A","","SM","San Marco","Calle Del Teatro","4600A","SM4600A","Calle Del Teatro 4600A","","45.43619424","12.33520837"
"1600005542_","Store location - 1600005542_","","SM","San Marco","Salizada Del Fontego Dei Tedeschi","5542","SM5542","Salizada Del Fontego Dei Tedeschi 5542","","45.43825334","12.33705497"
"1621000054_","Store location - 1621000054_","","SP","San Polo","Sotoportego De Rialto","54","SP54","Sotoportego De Rialto 54","","45.43875062","12.33474321"
"0319001696_","Store location - 0319001696_","","CS","Castello","Via Garibaldi","1696","CS1696","Via Garibaldi 1696","","45.43213583","12.35140255"
"0319003725_","Store location - 0319003725_","0319003726_","CS","Castello","Campo Bandiera E Moro","3725","CS3725","Campo Bandiera E Moro 3725","Castello Campo Bandiera E Moro 3726","45.434526","12.34636619"
"0319004719A","Store location - 0319004719A","","CS","Castello","Calle San Provolo","4719A","CS4719A","Calle San Provolo 4719A","","45.43543605","12.34294195"
"0319005483_","Store location - 0319005483_","","CS","Castello","Calle De La Malvasia","5483","CS5483","Calle De La Malvasia 5483","","45.437","12.33890566"
"0319005661A","Store location - 0319005661A","0319005661_","CS","Castello","Campo San Lio","5661A","CS5661A","Campo San Lio 5661A","Castello Campo San Lio 5661","45.43767738","12.33861301"
